864	1663
865	1665
866	1637
867	1664
868	1663
869	1682
870	1663
871	1659
872	1644
873	1663
874	1663
875	1663
876	1663
877	1663
878	1651
879	1663
880	1663
881	1663
882	1663
883	1663
884	1663
885	1682
886	1663
887	1673
888	1673
889	1673
890	1673
891	1673
892	1673
893	1673
894	1673
895	1673
896	1673
897	1673
898	1673
899	1673
900	1673
901	1673
902	1673
903	1673
904	1673
905	1673
906	1673
907	1673
908	1673
909	1673
910	1673
911	1673
912	1673
913	1673
914	1673
915	1673
916	1673
917	1673
918	1673
919	1673
920	1650
921	1673
922	1673
923	1673
924	1673
925	1673
926	1673
927	1673
928	1673
929	1673
930	1673
931	1684
932	1684
933	1684
934	1684
935	1684
936	1684
937	1684
938	1656
939	1656
940	1656
941	1656
942	1656
943	1656
944	1656
945	1656
946	1656
947	1656
948	1656
949	1656
950	1656
951	1656
952	1656
953	1656
954	1656
955	1656
956	1656
957	1654
958	1654
959	1654
960	1654
961	1654
962	1654
963	1654
964	1654
965	1654
966	1654
967	1654
968	1654
969	1654
970	1654
971	1654
972	1654
973	1654
974	1654
975	1673
976	1673
977	1673
978	1663
979	1651
980	1644
981	1663
982	1663
983	1682
984	1663
985	1663
986	1663
987	1663
988	1663
989	1663
990	1663
991	1663
992	1663
993	1663
994	1682
995	1663
996	1663
997	1663
998	1663
999	1663
1000	1682
1001	1679
1002	1663
1003	1663
1004	1663
1005	1663
1006	1663
1007	1663
1008	1663
1009	1663
1010	1663
1011	1663
1012	1663
1013	1663
1014	1663
1015	1663
1016	1682
1017	1663
1018	1663
1019	1674
1020	1663
1021	1664
1022	1663
1023	1663
1024	1663
1025	1663
1026	1663
1027	1663
1028	1663
1029	1663
1030	1663
1031	1663
1032	1663
1033	1649
1034	1663
1035	1673
1036	1673
1037	1673
1038	1673
1039	1673
1040	1673
1041	1673
1042	1673
1043	1673
1044	1673
1045	1673
1046	1673
1047	1673
1048	1673
1049	1673
1050	1673
1051	1673
1052	1673
1053	1673
1054	1673
1055	1673
1056	1673
1057	1673
1058	1673
1059	1673
1060	1673
1061	1673
1062	1673
1063	1673
1064	1673
1065	1673
1066	1673
1067	1673
1068	1673
1069	1673
1070	1673
1071	1673
1072	1673
1073	1673
1074	1673
1075	1673
1076	1673
1077	1673
1078	1673
1079	1673
1080	1673
